Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,,,,,,,,,,,,,
72,Portugal,339,0,Basic,Complex Numbers,Complex Numbers,,,,,Principal argument,De Moivre formulas,Polar representation,,,,,,
466,Portugal,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,340,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,340,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
1247,Portugal,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
464,Portugal,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
470,Portugal,340,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
426,Portugal,340,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
551,Lithuania,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
582,Lithuania,340,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
41,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
175,Italy,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,341,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
591,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
1487,Portugal,341,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
1487,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
174,Portugal,341,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
71,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
409,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
411,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
411,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
407,Portugal,341,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
80,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
37,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
421,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
41,Portugal,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
90,Lithuania,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
128,Lithuania,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
175,Italy,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
983,Portugal,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
174,Portugal,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
71,Portugal,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
422,Portugal,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
411,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
411,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
420,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
551,Lithuania,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
80,Lithuania,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
180,Italy,342,1,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
72,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
448,Portugal,343,0,Advanced,Probability ,Probability ,,,,,,,,,,,,,
451,Portugal,343,1,Advanced,Probability ,Probability ,,,,,,,,,,,,,
451,Portugal,344,1,Advanced,Probability ,Probability ,,,,, and total probability rules,,,,,,,,
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
466,Portugal,345,0,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
483,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
1247,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
376,Portugal,345,0,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
376,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
376,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
375,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
394,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
473,Portugal,345,0,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
470,Portugal,345,0,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
535,Portugal,345,0,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
403,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
426,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
359,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
468,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
582,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
374,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,,,,,Algebraic form,Principal argument,De Moivre formulas,,,,,,
91,Lithuania,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,346,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
466,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
457,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
464,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
375,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
473,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
470,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
535,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
426,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
374,Portugal,346,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
393,Lithuania,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
393,Lithuania,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
466,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
457,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
483,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
1247,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
464,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
394,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
473,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
470,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
470,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
359,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
468,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
551,Lithuania,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
582,Lithuania,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
374,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
466,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
466,Portugal,348,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
375,Portugal,348,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
394,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
473,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
470,Portugal,348,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
470,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
468,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
582,Lithuania,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
374,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
393,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
393,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,349,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
380,Portugal,349,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,349,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
1247,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,349,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
375,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
470,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
403,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
426,Portugal,349,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
468,Portugal,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
551,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
582,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
466,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
380,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,350,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
426,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
468,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
374,Portugal,350,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
393,Lithuania,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
393,Lithuania,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
91,Lithuania,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
91,Lithuania,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
380,Portugal,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
457,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
376,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
376,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
464,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
394,Portugal,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
473,Portugal,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
470,Portugal,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
535,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
426,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
359,Portugal,351,0,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
468,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,,,,,Operations with complex numbers,Real part,Principal argument,De Moivre formulas,,,,,
91,Lithuania,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
457,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
464,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
375,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
383,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
394,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
397,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
397,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
403,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
426,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
359,Portugal,352,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
551,Lithuania,352,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
128,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
90,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
128,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
128,Lithuania,353,1,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
175,Italy,353,1,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
69,Portugal,353,1,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
769,Portugal,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
71,Portugal,353,1,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
419,Portugal,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
551,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
37,Portugal,353,1,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
28,Portugal,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
421,Portugal,353,0,Basic,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
393,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
393,Lithuania,354,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
91,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
90,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
91,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
466,Portugal,354,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
466,Portugal,354,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
457,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
467,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
376,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
394,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
397,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
470,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
535,Portugal,354,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
403,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
468,Portugal,354,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
582,Lithuania,354,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
393,Lithuania,355,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
91,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
90,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
91,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
466,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
380,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
380,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
1247,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
376,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
376,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
397,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
473,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
470,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
468,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
551,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,,,,,De Moivre formulas,,,,,,,,
393,Lithuania,356,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
91,Lithuania,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
380,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,356,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
483,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
1247,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
464,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
397,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
426,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
359,Portugal,356,1,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
468,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,,,,,,,,,,,,,
393,Lithuania,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
393,Lithuania,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
91,Lithuania,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
91,Lithuania,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
380,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
380,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
457,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
457,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
467,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
483,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
1247,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
376,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
464,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
397,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
397,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
470,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
535,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
403,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
426,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
582,Lithuania,357,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
374,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,Equations involving complex numbers,,,,,,,
91,Lithuania,358,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,358,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
91,Lithuania,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
466,Portugal,358,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
483,Portugal,358,1,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
375,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
394,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,,,,,Real part,,,,,,,,
